cubeta_id,cuenca,dist_divide_m,slope_s50,slope_s100,slope_s200,slope_s500,slope_s1000,slope_s2000,tpi_R500,tpi_R1000,tpi_R2000,tpi_R5000,vd_ord4,vd_ord6
CRR_0015,CRR,162.4751283806772,0.0113694360479712,0.0227445587515831,0.0355723910033702,0.019195158034563,0.0066589396446943,0.0051656197756528,-0.1328129470348358,-0.0422489643096923,0.1427401006221771,,0.2421965599060058,189.73757934570312
CRR_0016,CRR,1310.967938512813,0.0128095988184213,0.0104420809075236,0.0177680347114801,0.0216749738901853,0.0143623873591423,0.009128900244832,-0.409817487001419,-0.3846252262592315,-0.2798665761947632,1.041403889656067,0.6231979131698608,190.3175048828125
CRR_0017,CRR,1974.32449001282,0.1743542253971099,0.0764007270336151,0.0449679940938949,0.0259794034063816,0.0174515657126903,0.0116479583084583,-0.4645266532897949,-0.5420913696289062,-0.5026471614837646,0.8574939370155334,0.8370704650878906,190.65745544433597
CRR_0018,CRR,2415.830435337158,0.0321657843887805,0.0328563600778579,0.0494278967380523,0.0357705987989902,0.020541338250041,0.0139714498072862,-0.6713765859603882,-0.7880849838256836,-0.7914838790893555,0.5663631558418274,1.1696946620941162,191.04751586914065
CRR_0019,CRR,1856.207007587288,0.0211106557399034,0.0209805183112621,0.0143129061907529,0.0182123500853776,0.0174557622522115,0.0110755935311317,-0.2691802978515625,-0.2409484535455703,-0.1302950531244278,1.2077490091323853,0.4721207618713379,190.24761962890625
CRR_0020,CRR,675.0229826487746,0.0125369215384125,0.0184359047561883,0.0263159703463315,0.0104628149420022,0.0064359665848314,0.0057965014129877,-0.1933716386556625,-0.1978580057621002,0.0013557738857343,1.2478173971176147,0.3470747470855713,189.92774963378903
CRR_0021,CRR,1266.3334497766218,0.0132952351123094,0.0037733411882072,0.006006411742419,0.010406537912786,0.0103523787111043,0.007774222176522,-0.2468946129083633,-0.2687367498874664,-0.0676516741514206,1.2318307161331177,0.4367568492889404,190.06776428222656
CRR_0022,CRR,1098.1759901881346,0.019413873553276,0.0349356271326541,0.0391798615455627,0.0160170067101717,0.007533251773566,0.0066110175102949,-0.2717646956443786,-0.2651086747646332,-0.0373448319733142,1.2407710552215576,0.4593295454978943,190.00784301757807
CRR_0023,CRR,157.04129686367415,0.0034806251060217,0.0381978303194046,0.0305817499756813,0.0061490703374147,0.0009656851761974,0.0045301620848476,-0.485879898071289,-0.4174194931983948,-0.1987216919660568,,0.4492013454437256,190.0979766845703
CRR_0024,CRR,2460.389585359484,0.0132864480838179,0.0045320005156099,0.0111098140478134,0.0211654137820005,0.0218591075390577,0.0134784877300262,-0.1118989363312721,-0.0327538810670375,0.1788597553968429,1.538931369781494,0.2984310388565063,190.03775024414065
CRR_0025,CRR,3280.23041889341,0.0494568720459938,0.0373469181358814,0.0587607622146606,0.0521105080842971,0.0325563065707683,0.0188781078904867,-0.5830965042114258,-0.4809010624885559,-0.3383119404315948,1.0041335821151731,0.9367095232009888,190.7876892089844
